name,cik,ticker,founding_date,s1_filing_date,status,primary_disease_area,disease_areas,modality_category,modality_subtype,modality_details,targets,lead_stage,pipeline_summary,extraction_source,acquirer,cagr_pct,city,current_price,exchange,exit_date,exit_details,exit_type,market_cap,price_days_trading,price_first_date,price_first_price,price_last_date,price_last_price,price_max_date,price_max_price,price_max_return_pct,price_min_price,price_total_return_pct,sic_code,state
"Editas Medicine, Inc.",0001650664,EDIT,2013-09-01,2016-01-04,trading,rare_disease,"rare_disease,ophthalmology,oncology,infectious_disease,hematology",other,gene_therapy,"gene_therapy,cell_therapy",CRISPR/Cas9,preclinical,Develops CRISPR/Cas9-based genome editing therapies for genetically defined diseases with lead program targeting Leber Congenital Amaurosis type 10 (LCA10) and engineered T cell therapies for cancer in collaboration with Juno Therapeutics.,s1_filing,,-19.8,CAMBRIDGE,1.995,NMS,,,,194749216,3654,2016-02-03,18.2,2026-02-04,2.0,2021-01-08,90.58,397.7,0.98,-89.0,2836,MA
"Eiger BioPharmaceuticals, Inc.",0001305253,,2000-12-01,2013-10-11,delisted,cardiovascular,"cardiovascular,metabolic,cns",both,gene_therapy,"gene_therapy,small_molecule","SERCA2a,SERCA2b,mSCF,c-kit",phase_2,"Develops gene therapies and small molecule compounds targeting SERCA enzymes for heart failure, diabetes, and neurodegenerative diseases, with lead candidate MYDICAR targeting SERCA2a for systolic heart failure.",s1_filing,,,PALO ALTO,,,2024-10-01,,delisted,,,,,,,,,,,,2836,CA
"Eikon Therapeutics, Inc.",0001861123,EIKN,2019-07-01,2026-01-09,never_traded,oncology,oncology,unknown,unknown,,,unknown,A late-stage clinical biopharmaceutical company developing innovative oncology medicines to address serious unmet medical needs in large cancer indications.,s1_filing,,,MILLBRAE,,,,,,,,,,,,,,,,,2836,CA
"Elevation Oncology, Inc.",0001783032,,2019-01-01,2021-06-04,acquired,oncology,oncology,biologic,antibody,antibody,"HER3,NRG1",phase_2,"Develops targeted precision oncology therapeutics for rare genomically-defined patient populations, with lead program seribantumab targeting NRG1 fusions through HER3 inhibition.",s1_filing,,,BOSTON,,,2025-07-23,,acquired,,,,,,,,,,,,2836,MA
"Eloxx Pharmaceuticals, Inc.",0001035354,,2004-09-29,2013-07-17,ipo_withdrawn,immunology,"oncology,immunology",biologic,antibody,antibody,Kv1.3,preclinical,"Develops antibody therapeutics using proprietary platforms including cell-based discovery, ultralong antibody scaffolds, and nanocage delivery systems for cancer and autoimmune diseases.",s1_filing,,,WATERTOWN,,,2016-10-31,,ipo_withdrawn,,,,,,,,,,,,2836,MA
enGene Holdings Inc.,0001980845,ENGN,2023-09-05,2023-11-22,trading,oncology,"oncology,respiratory,rare_disease",other,gene_therapy,gene_therapy,,phase_2,"Develops non-viral gene therapies using proprietary DDX platform, with lead candidate EG-70 for BCG-unresponsive bladder cancer and EG-i08 for cystic fibrosis.",s1_filing,,-1.1,SAINT-LAURENT,9.45,NCM,,,,633005056,1464,2022-02-01,9.86,2026-02-04,9.45,2023-10-27,28.44,188.4,2.88,-4.2,2836,A8
"Estrella Immunopharma, Inc.",0001844417,ESLA,2012-01-01,2021-02-19,trading,oncology,"oncology,hematology",biologic,cell_therapy,"cell_therapy,car_t","CD19,CD22",phase_1,"Develops T-cell therapies using ARTEMIS technology to target CD19 and CD22 for patients with blood cancers and solid tumors, with lead candidate EB103 in Phase I/II trials for relapsed/refractory B-cell Non-Hodgkin's Lymphoma.",s1_filing,,-38.9,EMERYVILLE,1.115,NCM,,,,42108632,1604,2021-09-14,9.75,2026-02-04,1.12,2023-09-01,21.25,117.9,0.73,-88.6,2836,CA
EXOZYMES INC.,0002010788,EXOZ,2019-01-01,2024-02-09,trading,,,,,,,,,,,23.4,MONROVIA,11.19,NCM,,,,93998896,448,2024-11-13,8.65,2026-02-04,11.19,2024-12-26,20.52,137.2,8.65,29.4,2836,CA
FATE THERAPEUTICS INC,0001434316,FATE,2012-10-01,2013-08-14,trading,hematology,"hematology,rare_disease,cns",both,cell_therapy,"cell_therapy,protein,small_molecule","Wnt7a,PGE2,HSC,SSC",phase_2,"Develops pharmacologic modulators of adult stem cells including HSC therapeutics for hematologic malignancies and lysosomal storage disorders, and Wnt7a protein analogs for muscular dystrophies.",s1_filing,,-13.5,SAN DIEGO,1.105,NGM,,,,127464280,4509,2013-10-01,6.62,2026-02-04,1.11,2021-01-14,117.4,1673.4,0.68,-83.3,2836,CA
"Finch Therapeutics Group, Inc.",0001733257,FNCH,2014-11-01,2021-02-26,trading,infectious_disease,"infectious_disease,gastroenterology,cns,immunology",biologic,microbiome_therapeutic,microbiome_therapeutic,"microbiome,dysbiosis,gut_microbiota",phase_2,"Develops orally administered microbiome therapeutics to restore missing microbes and correct dysbiosis for treating recurrent C. diff infections, chronic hepatitis B, autism spectrum disorder, and ulcerative colitis.",s1_filing,,-54.5,BOSTON,13.74,PNK,,,,22063196,1783,2021-03-19,639.6,2026-02-04,13.74,2021-03-19,639.6,0.0,0.88,-97.9,2836,MA
"Forma Therapeutics Holdings, Inc.",0001538927,,2011-12-01,2020-05-29,acquired,hematology,"hematology,oncology,rare_disease,metabolic",small_molecule,small_molecule,small_molecule,"PKR,CBP/p300,IDH1,FASN,AR",phase_2,"Develops small molecule therapeutics for rare hematologic diseases and cancers, with lead programs targeting pyruvate kinase-R for sickle cell disease and CBP/p300 for metastatic prostate cancer.",s1_filing,,,WATERTOWN,,,2022-10-14,,acquired,,,,,,,,,,,,2836,MA
Fusion Pharmaceuticals Inc.,0001805890,,2014-12-01,2020-06-05,acquired,oncology,oncology,other,radiopharmaceutical,"radiopharmaceutical,antibody","IGF-1R,FGFR3",phase_1,Develops targeted alpha therapy radiopharmaceuticals using proprietary Fast-Clear linker technology to deliver alpha particle emitting isotopes to cancer cells via antibody targeting.,s1_filing,"Federated Hermes, Inc.",,HAMILTON,,,2024-04-25,,acquired,,,,,,,,,,,,2836,A6
FutureTech II Acquisition Corp.,0001889450,FTII,2021-08-19,2021-12-23,trading,,,,,,,unknown,"This is a blank check company (SPAC) formed to acquire a target business in the technology industry, not a biotech company with a drug pipeline",s1_filing,,5.0,NEW ROCHELLE,12.02,PNK,,,,51565332,1397,2022-04-08,9.96,2026-02-03,12.02,2025-08-04,12.65,27.0,9.96,20.7,2836,NY
"GENOCEA BIOSCIENCES, INC.",0001457612,,2006-08-01,2013-12-23,delisted,oncology,oncology,biologic,vaccine,"vaccine,cell_therapy","CD4,CD8,neoantigens",phase_1,Develops personalized neoantigen cancer vaccines and T cell therapies using their proprietary ATLAS platform to identify patient-specific tumor antigens.,s1_filing,,,CAMBRIDGE,,,2022-06-13,,delisted,,,,,,,,,,,,2836,MA
"GreenLight Biosciences Holdings, PBC",0001822691,,2020-07-02,2020-12-21,acquired,,,,,,,,,,,,LEXINGTON,,,2023-07-20,,acquired,,,,,,,,,,,,2836,MA
"Gritstone bio, Inc.",0001656634,,2015-08-01,2018-08-23,delisted,oncology,oncology,both,vaccine,"vaccine,bispecific,rna","PD-1,PD-L1,CD19,CD20,BCMA",phase_1,Develops tumor-specific cancer immunotherapies including personalized vaccines (GRANITE-001) and off-the-shelf vaccines (SLATE) that target patient-specific neoantigens to activate immune responses against solid tumors.,s1_filing,,,EMERYVILLE,,,2025-04-04,,delisted,,,,,,,,,,,,2836,CA
"Harpoon Therapeutics, Inc.",0001708493,,2015-03-01,2018-12-27,acquired,oncology,"oncology,hematology",biologic,protein,protein,"PSMA,MSLN,CD3",phase_1,"Develops tri-specific T cell activating constructs (TriTACs) that direct patient T cells to kill cancer cells, with lead candidates targeting prostate cancer and mesothelin-expressing solid tumors.",s1_filing,,,SOUTH SAN FRANCISCO,,,2024-02-08,,acquired,,,,,,,,,,,,2836,CA
"HEMOBIOTECH, INC.",0001301348,,2006-05-01,2008-12-16,unknown,hematology,hematology,other,blood_substitute,"blood_substitute,purification_technology",hemoglobin,unknown,"Develops HemoTech, a bovine-derived hemoglobin blood substitute product, along with purification technology for removing infectious agents from biological fluids.",s1_filing,,,LUBBOCK,,,,,unknown,,,,,,,,,,,,2836,TX
"HilleVax, Inc.",0001888012,,2020-03-01,2022-04-06,acquired,infectious_disease,infectious_disease,biologic,vaccine,vaccine,norovirus,phase_2,Develops virus-like particle (VLP) based vaccines for the prevention of norovirus-related acute gastroenteritis.,s1_filing,,,BOSTON,,,2025-09-17,,acquired,,,,,,,,,,,,2836,MA
"Icosavax, Inc.",0001786255,,2017-01-01,2021-07-07,acquired,infectious_disease,"infectious_disease,respiratory",biologic,vaccine,vaccine,"RSV,hMPV,SARS-CoV-2",phase_1,"Develops virus-like particle (VLP) platform vaccines targeting respiratory viruses including RSV, hMPV, and SARS-CoV-2 for older adults.",s1_filing,,,SEATTLE,,,2024-02-21,,acquired,,,,,,,,,,,,2836,WA
"ImageneBio, Inc.",0001835579,IMA,2016-01-01,2021-03-05,trading,immunology,"immunology,dermatology,respiratory",biologic,antibody,antibody,OX40,phase_2,"Develops non-depleting anti-OX40 monoclonal antibodies for autoimmune, immunological and inflammatory diseases with initial focus on atopic dermatitis.",s1_filing,,-56.2,SAN DIEGO,6.95,NCM,,,,77712648,1776,2021-03-26,384.0,2026-02-04,6.95,2021-03-26,384.0,0.0,5.8,-98.2,2836,CA
"ImmunityBio, Inc.",0001326110,IBRX,2011-01-01,2015-06-19,trading,oncology,"oncology,infectious_disease,immunology",biologic,cell_therapy,cell_therapy,,unknown,"Develops natural killer (NK) cell therapies to treat cancer, infectious diseases and inflammatory diseases by harnessing the innate immune system.",s1_filing,,-15.4,SAN DIEGO,5.98,NMS,,,,5890092032,3844,2015-07-28,34.64,2026-02-04,5.98,2021-02-22,42.25,22.0,1.0,-82.7,2836,CA
"Immunovant, Inc.",0001764013,IMVT,2018-12-06,2019-04-16,trading,immunology,"immunology,rare_disease,hematology,cns,ophthalmology",biologic,antibody,antibody,FcRn,phase_2,"Develops a fully human monoclonal antibody IMVT-1401 that inhibits FcRn to reduce pathogenic IgG antibodies for treating autoimmune diseases including myasthenia gravis, thyroid eye disease, and warm autoimmune hemolytic anemia.",s1_filing,,14.7,NEW YORK,24.7481,NMS,,,,4986161152,2420,2019-06-21,9.95,2026-02-04,24.75,2020-11-17,52.71,429.7,3.38,148.7,2836,NY
"Inhibikase Therapeutics, Inc.",0001750149,IKT,2010-06-03,2020-07-23,trading,cns,"cns,rare_disease,hematology,cardiovascular",small_molecule,small_molecule,small_molecule,"Abelson Tyrosine Kinases,alpha-synuclein,phospho-Tyr39-alpha-synuclein",phase_2,"Develops protein kinase inhibitor therapeutics targeting Abelson Tyrosine Kinases for Parkinson's disease and related neurological disorders, with lead compound Risvodetinib in Phase 2 trials.",s1_filing,,-51.1,WILMINGTON,1.535,NCM,,,,186144912,1869,2020-12-23,59.4,2026-02-04,1.53,2020-12-23,59.4,0.0,0.81,-97.4,2836,DE
"Inhibrx Biosciences, Inc.",0002007919,INBX,2024-01-08,2024-06-11,trading,oncology,oncology,biologic,protein,protein,"DR5,OX40",phase_1,Develops engineered protein therapeutics using proprietary modular protein engineering platforms to create multivalent agonists for oncology applications targeting DR5 and OX40.,s1_filing,,211.9,LA JOLLA,85.2,NMS,,,,1239126400,616,2024-05-29,12.51,2026-02-04,85.2,2025-12-08,93.51,647.7,10.84,581.2,2836,CA
"Inmune Bio, Inc.",0001711754,INMB,2015-09-01,2018-08-30,trading,oncology,"oncology,cns",biologic,cell_therapy,"cell_therapy,protein","NK cells,MDSC,microglial cells,TNF",phase_1,"Develops immunotherapies that reprogram the innate immune system by targeting NK cells, myeloid-derived suppressor cells, and microglial cells to treat cancer and neurological diseases including Alzheimer's disease.",s1_filing,,-21.2,BOCA RATON,1.51,NCM,,,,40143744,2557,2019-02-04,7.99,2026-02-04,1.51,2021-09-07,27.85,248.6,1.42,-81.1,2836,FL
"Instil Bio, Inc.",0001789769,TIL,2018-08-01,2021-02-26,trading,oncology,oncology,other,cell_therapy,cell_therapy,"TIL,CoStAR,TCR",phase_2,"Develops autologous tumor infiltrating lymphocyte (TIL) cell therapies for cancer treatment, including lead candidate ITIL-168 for melanoma and genetically engineered CoStAR-TIL therapies for immunotherapy-resistant cancers.",s1_filing,,-58.8,DALLAS,6.98,NCM,,,,47338192,1783,2021-03-19,528.8,2026-02-04,6.98,2021-03-26,541.2,2.3,6.32,-98.7,2836,TX
"Intrinsic Medicine, Inc.",0001885768,,2018-08-01,2022-04-08,ipo_withdrawn,gastroenterology,gastroenterology,other,oligosaccharide,oligosaccharide,,phase_2,"Develops synthetic biology-manufactured human identical milk oligosaccharide (HiMO) molecules as therapeutics for gastrointestinal conditions, with lead candidate targeting IBS-C through gut microbiome modulation.",s1_filing,,,SEATTLE,,,2022-07-25,,ipo_withdrawn,,,,,,,,,,,,2836,WA
"Invivyd, Inc.",0001832038,IVVD,2020-06-01,2021-07-16,trading,infectious_disease,infectious_disease,biologic,antibody,antibody,"SARS-CoV-2,RBD,hACE2,sarbecoviruses",phase_2,Develops broadly neutralizing antibodies for the treatment and prevention of COVID-19 and other coronavirus diseases with pandemic potential.,s1_filing,,-42.1,NEW HAVEN,1.795,NGM,,,,506166720,1643,2021-08-06,20.88,2026-02-04,1.79,2021-09-16,56.08,168.6,0.36,-91.4,2836,CT
"iTeos Therapeutics, Inc.",0001808865,,2019-10-01,2020-06-24,acquired,oncology,oncology,both,antibody,"small_molecule,antibody","A2AR,TIGIT,FcγR",phase_1,Develops immuno-oncology therapeutics including a small molecule A2A receptor antagonist and a TIGIT antagonist antibody for advanced solid tumors.,s1_filing,,,WATERTOWN,,,2025-08-29,,acquired,,,,,,,,,,,,2836,MA
IVORY CAPITAL CORP,0000841096,,2002-04-01,2005-04-07,unknown,immunology,"immunology,oncology,dermatology,gastroenterology",small_molecule,small_molecule,small_molecule,antifolate,preclinical,"Develops small molecule antifolate compounds primarily targeting rheumatoid arthritis and other inflammatory conditions, with additional potential in oncology applications.",s1_filing,,,CHARLOTTE,,,,,unknown,,,,,,,,,,,,2836,NC
"Jasper Therapeutics, Inc.",0001788028,JSPR,2019-08-13,2019-10-25,trading,hematology,hematology,both,cell_therapy,"antibody,cell_therapy,gene_therapy",JSP191,phase_1,Develops conditioning antibodies and engineered hematopoietic stem cell therapies to enable safer and more effective stem cell transplantation and ex vivo gene therapy.,s1_filing,,-50.7,REDWOOD CITY,1.3401,NCM,,,,37501412,2217,2020-01-10,98.2,2026-02-04,1.34,2021-10-15,164.2,67.2,1.34,-98.6,2836,CA
"Jounce Therapeutics, Inc.",0001640455,,2007-01-01,2016-12-30,acquired,oncology,oncology,biologic,antibody,antibody,"ICOS,PD-1,PD-L1,PD-L2,CTLA-4",phase_1,"Develops monoclonal antibody immunotherapies for solid tumors, with lead candidate JTX-2011 targeting ICOS and anti-PD-1 antibody JTX-4014 for combination therapy.",s1_filing,,,CAMBRIDGE,,,2023-05-04,,acquired,,,,,,,,,,,,2836,MA
"Juno Therapeutics, Inc.",0001594864,,2012-01-01,2014-11-17,acquired,oncology,"oncology,hematology",other,car_t,"car_t,cell_therapy,gene_therapy",CD19,phase_1,"Develops CAR-T and TCR-engineered T cell therapies primarily targeting CD19 for B cell leukemias and lymphomas, with plans to expand to additional cancer targets.",s1_filing,,,SEATTLE,,,2018-03-05,,acquired,,,,,,,,,,,,2836,WA
"Kalaris Therapeutics, Inc.",0001754068,KLRS,2013-08-01,2020-07-06,trading,infectious_disease,"infectious_disease,immunology,hematology",other,cell_therapy,cell_therapy,"BKV,CMV,AdV,EBV,HHV-6",phase_3,"Develops allogeneic virus-specific T cell therapies to treat and prevent viral diseases in immunocompromised patients, with lead candidate Viralym-M targeting five viruses in transplant patients.",s1_filing,,-53.2,BERKELEY HEIGHTS,8.89,NGM,,,,166264496,2015,2020-07-30,583.97,2026-02-04,8.89,2020-12-04,1076.63,84.4,2.27,-98.5,2836,NJ
"Kaleido Biosciences, Inc.",0001751299,,2015-01-01,2019-01-11,delisted,rare_disease,"rare_disease,cns,infectious_disease,renal,cardiovascular,gastroenterology,metabolic",other,microbiome_metabolic_therapy,"microbiome_metabolic_therapy,targeted_glycans","ammonia,trimethylamine,indole,short_chain_fatty_acids,microbiome_metabolites",phase_2,"Develops Microbiome Metabolic Therapies (MMTs) using targeted glycans to modulate microbiome metabolism for treating hyperammonemia, infections, and other diseases linked to microbiome dysbiosis.",s1_filing,,,BEDFORD,,,2022-05-06,,delisted,,,,,,,,,,,,2836,MA
"Kite Pharma, Inc.",0001510580,,2009-06-01,2014-05-19,acquired,oncology,"oncology,hematology",other,car_t,"car_t,cell_therapy","CD19,EGFRvIII,SSX2,NY-ESO-1,MAGE",phase_2,"Develops engineered autologous CAR-T and TCR-based cell therapies for blood cancers and solid tumors, with lead candidate KTE-C19 targeting CD19 for lymphomas.",s1_filing,,,SANTA MONICA,,,2017-10-03,,acquired,,,,,,,,,,,,2836,CA
"Krystal Biotech, Inc.",0001711279,KRYS,2015-12-01,2017-08-21,trading,dermatology,"dermatology,rare_disease",other,gene_therapy,gene_therapy,,unknown,Develops gene therapies using a proprietary HSV-1-based viral vector platform (STAR-D) for rare dermatological diseases caused by single gene mutations or deficiencies.,s1_filing,,47.0,PITTSBURGH,267.83,NMS,,,,7766405632,3059,2017-09-20,10.64,2026-02-04,267.83,2026-01-13,291.93,2643.7,8.19,2417.2,2836,PA
"Kymera Therapeutics, Inc.",0001815442,KYMR,2015-09-01,2020-07-31,trading,immunology,"immunology,oncology,hematology,dermatology",small_molecule,small_molecule,small_molecule,"IRAK4,STAT3,Ikaros,Aiolos,MYD88",phase_1,"Develops small molecule protein degraders using their Pegasus platform to target disease-causing proteins, with lead programs targeting IRAK4, IRAKIMiD, and STAT3 for immune-inflammatory diseases and cancers.",s1_filing,,16.7,WATERTOWN,77.18,NGM,,,,6174324736,1993,2020-08-21,33.26,2026-02-04,77.18,2025-12-08,94.3,183.5,10.97,132.1,2836,MA
"Kyverna Therapeutics, Inc.",0001994702,KYTX,2018-06-01,2024-01-16,trading,immunology,"immunology,cns,renal,gastroenterology",other,car_t,"car_t,cell_therapy","CD19,CD20",phase_2,"Develops CD19 CAR-T cell therapies for autoimmune diseases including lupus nephritis, systemic sclerosis, myasthenia gravis, and multiple sclerosis.",s1_filing,,-48.9,EMERYVILLE,7.925,NMS,,,,472382336,726,2024-02-09,30.1,2026-02-04,7.93,2024-02-09,30.1,0.0,1.83,-73.7,2836,CA
LA JOLLA PHARMACEUTICAL CO,0000920465,,2011-12-01,2013-11-08,acquired,,,,,,,,,,,,WALTHAM,,,2022-08-22,,acquired,,,,,,,,,,,,2836,MA
"LENZ Therapeutics, Inc.",0001815776,LENZ,2019-10-01,2021-06-04,trading,ophthalmology,ophthalmology,small_molecule,small_molecule,small_molecule,aceclidine,phase_3,"Develops once-daily eye drops containing aceclidine for the treatment of presbyopia, targeting the iris sphincter muscle to improve near vision without affecting distance vision.",s1_filing,,-26.5,SOLANA BEACH,14.87,NMS,,,,465281824,1685,2021-06-25,61.64,2026-02-04,14.87,2021-06-30,102.39,66.1,6.16,-75.9,2836,CA
"LeonaBio, Inc.",0001620463,LONA,2011-03-01,2020-08-26,trading,cns,cns,small_molecule,small_molecule,small_molecule,"HGF,MET",phase_2,Develops small molecule drugs that enhance HGF/MET signaling to restore neuronal health and treat neurological diseases.,s1_filing,,-48.9,BOTHELL,4.615,NCM,,,,43085236,1965,2020-09-18,171.1,2026-02-04,4.61,2020-12-23,343.0,100.5,2.29,-97.3,2836,WA
